日期,星期,时段,半小时区间,天气,是否工作日,是否考试周,是否校园活动日,是否周末补课日,是否特殊情况,进店人数,A窗口销量,B窗口销量,C窗口销量,D窗口销量,E窗口销量,平均等待时间_分钟,开启A窗口数,开启B窗口数,开启C窗口数,开启D窗口数,开启E窗口数,备注
2026-03-31,周二,午餐,11:00-11:30,多云,1,0,0,0,0,162,27,64,34,23,14,2.48,2,3,2,1,1,
2026-03-31,周二,午餐,11:30-12:00,多云,1,0,0,0,0,276,44,99,58,40,35,2.33,2,3,2,1,1,
2026-03-31,周二,午餐,12:00-12:30,多云,1,0,0,0,0,259,44,95,58,38,24,2.29,2,3,2,1,1,
2026-03-31,周二,午餐,12:30-13:00,多云,1,0,0,0,0,169,26,65,36,25,17,1.98,2,3,2,1,1,
2026-03-31,周二,晚餐,17:00-17:30,多云,1,0,0,0,0,166,30,50,40,19,27,2.2,2,3,2,1,2,
2026-03-31,周二,晚餐,17:30-18:00,多云,1,0,0,0,0,233,41,66,53,28,45,1.96,2,3,2,1,2,
2026-03-31,周二,晚餐,18:00-18:30,多云,1,0,0,0,0,203,38,57,47,26,35,1.77,2,3,2,1,2,
2026-03-31,周二,晚餐,18:30-19:00,多云,1,0,0,0,0,147,27,41,33,18,28,1.23,2,3,2,1,2,
2026-04-01,周三,早餐,06:30-07:00,晴,1,0,0,0,0,82,31,12,3,9,27,1.52,2,1,0,1,2,
2026-04-01,周三,早餐,07:00-07:30,晴,1,0,0,0,0,120,47,19,3,15,36,2.19,2,1,0,1,2,
2026-04-01,周三,早餐,07:30-08:00,晴,1,0,0,0,0,142,54,22,4,17,45,1.76,2,1,0,1,2,
2026-04-01,周三,早餐,08:00-08:30,晴,1,0,0,0,0,72,26,11,2,9,24,1.87,2,1,0,1,2,
2026-04-01,周三,午餐,11:00-11:30,晴,1,0,0,0,0,166,28,62,38,23,15,2.54,2,3,2,1,1,
2026-04-01,周三,午餐,11:30-12:00,晴,1,0,0,0,0,288,44,105,63,43,33,2.23,2,3,2,1,1,
2026-04-01,周三,午餐,12:00-12:30,晴,1,0,0,0,0,286,44,107,60,40,35,1.98,2,3,2,1,1,
2026-04-01,周三,午餐,12:30-13:00,晴,1,0,0,0,0,181,30,68,38,26,19,2.58,2,3,2,1,1,
2026-04-01,周三,晚餐,17:00-17:30,晴,1,0,0,0,0,177,33,54,41,21,28,1.95,2,3,2,1,2,
2026-04-01,周三,晚餐,17:30-18:00,晴,1,0,0,0,0,238,41,68,59,29,41,1.64,2,3,2,1,2,
2026-04-01,周三,晚餐,18:00-18:30,晴,1,0,0,0,0,212,38,60,48,26,40,2.23,2,3,2,1,2,
2026-04-01,周三,晚餐,18:30-19:00,晴,1,0,0,0,0,147,25,44,37,17,24,2.19,2,3,2,1,2,
2026-04-02,周四,早餐,06:30-07:00,小雨,1,0,0,0,1,74,27,12,2,9,24,1.34,2,1,0,1,2,小雨
2026-04-02,周四,早餐,07:00-07:30,小雨,1,0,0,0,1,105,41,15,3,12,34,2.3,2,1,0,1,2,小雨
2026-04-02,周四,早餐,07:30-08:00,小雨,1,0,0,0,1,124,45,19,4,15,41,1.94,2,1,0,1,2,小雨
2026-04-02,周四,早餐,08:00-08:30,小雨,1,0,0,0,1,64,25,10,2,7,20,1.12,2,1,0,1,2,小雨
2026-04-02,周四,午餐,11:00-11:30,小雨,1,0,0,0,1,169,25,71,37,23,13,3.58,2,3,2,1,1,小雨
2026-04-02,周四,午餐,11:30-12:00,小雨,1,0,0,0,1,303,43,125,74,42,19,2.62,2,3,2,1,1,小雨
2026-04-02,周四,午餐,12:00-12:30,小雨,1,0,0,0,1,287,39,119,67,40,22,2.96,2,3,2,1,1,小雨
2026-04-02,周四,午餐,12:30-13:00,小雨,1,0,0,0,1,175,25,73,42,24,11,2.69,2,3,2,1,1,小雨
2026-04-02,周四,晚餐,17:00-17:30,小雨,1,0,0,0,1,158,24,49,39,20,26,2.05,2,3,2,1,2,小雨
2026-04-02,周四,晚餐,17:30-18:00,小雨,1,0,0,0,1,233,38,76,59,27,33,2.32,2,3,2,1,2,小雨
2026-04-02,周四,晚餐,18:00-18:30,小雨,1,0,0,0,1,216,36,71,53,27,29,2.11,2,3,2,1,2,小雨
2026-04-02,周四,晚餐,18:30-19:00,小雨,1,0,0,0,1,153,25,46,39,19,24,2.14,2,3,2,1,2,小雨
2026-04-03,周五,早餐,06:30-07:00,晴,1,0,0,0,0,82,30,12,3,10,27,1.46,2,1,0,1,2,
2026-04-03,周五,早餐,07:00-07:30,晴,1,0,0,0,0,119,47,17,3,14,38,2.2,2,1,0,1,2,
2026-04-03,周五,早餐,07:30-08:00,晴,1,0,0,0,0,119,43,19,4,15,38,1.58,2,1,0,1,2,
2026-04-03,周五,早餐,08:00-08:30,晴,1,0,0,0,0,65,26,10,2,8,19,1.8,2,1,0,1,2,
2026-04-03,周五,午餐,11:00-11:30,晴,1,0,0,0,0,156,24,56,35,22,19,2.71,2,3,2,1,1,
2026-04-03,周五,午餐,11:30-12:00,晴,1,0,0,0,0,250,42,93,53,34,28,2.7,2,3,2,1,1,
2026-04-03,周五,午餐,12:00-12:30,晴,1,0,0,0,0,261,41,101,59,38,22,2.9,2,3,2,1,1,
2026-04-03,周五,午餐,12:30-13:00,晴,1,0,0,0,0,152,25,60,32,22,13,3.05,2,3,2,1,1,
2026-04-03,周五,晚餐,17:00-17:30,晴,1,0,0,0,0,154,26,43,36,19,30,1.78,2,3,2,1,2,
2026-04-03,周五,晚餐,17:30-18:00,晴,1,0,0,0,0,207,39,59,48,24,37,1.63,2,3,2,1,2,
2026-04-03,周五,晚餐,18:00-18:30,晴,1,0,0,0,0,191,36,55,47,23,30,2.18,2,3,2,1,2,
2026-04-03,周五,晚餐,18:30-19:00,晴,1,0,0,0,0,140,26,38,34,17,25,1.39,2,3,2,1,2,
2026-04-04,周六,早餐,06:30-07:00,阴,0,0,0,0,0,53,20,6,2,6,19,2.03,2,0,0,1,1,
2026-04-04,周六,早餐,07:00-07:30,阴,0,0,0,0,0,78,29,9,2,10,28,1.59,2,0,0,1,1,
2026-04-04,周六,早餐,07:30-08:00,阴,0,0,0,0,0,89,33,11,3,11,31,1.52,2,0,0,1,1,
2026-04-04,周六,早餐,08:00-08:30,阴,0,0,0,0,0,49,19,6,1,6,17,1.22,2,0,0,1,1,
2026-04-04,周六,午餐,11:00-11:30,阴,0,0,0,0,0,107,18,40,24,14,11,2.79,2,3,2,1,1,
2026-04-04,周六,午餐,11:30-12:00,阴,0,0,0,0,0,207,33,82,46,30,16,1.91,2,3,2,1,1,
2026-04-04,周六,午餐,12:00-12:30,阴,0,0,0,0,0,189,30,76,44,25,14,2.32,2,3,2,1,1,
2026-04-04,周六,午餐,12:30-13:00,阴,0,0,0,0,0,123,20,48,26,16,13,3.02,2,3,2,1,1,
2026-04-04,周六,晚餐,17:00-17:30,阴,0,0,0,0,0,147,27,40,36,19,25,1.61,2,3,2,1,2,
2026-04-04,周六,晚餐,17:30-18:00,阴,0,0,0,0,0,193,34,57,49,25,28,1.55,2,3,2,1,2,
2026-04-04,周六,晚餐,18:00-18:30,阴,0,0,0,0,0,186,35,54,43,21,33,2.3,2,3,2,1,2,
2026-04-04,周六,晚餐,18:30-19:00,阴,0,0,0,0,0,133,24,39,32,17,21,2.07,2,3,2,1,2,
2026-04-05,周日,早餐,06:30-07:00,晴,0,0,0,0,0,58,23,7,2,7,19,1.51,2,0,0,1,1,
2026-04-05,周日,早餐,07:00-07:30,晴,0,0,0,0,0,92,34,11,3,12,32,1.28,2,0,0,1,1,
2026-04-05,周日,早餐,07:30-08:00,晴,0,0,0,0,0,101,37,12,3,12,37,1.98,2,0,0,1,1,
2026-04-05,周日,早餐,08:00-08:30,晴,0,0,0,0,0,54,21,7,2,7,17,1.88,2,0,0,1,1,
2026-04-05,周日,午餐,11:00-11:30,晴,0,0,0,0,0,117,18,43,25,17,14,2.58,2,3,2,1,1,
2026-04-05,周日,午餐,11:30-12:00,晴,0,0,0,0,0,220,33,80,47,32,28,3.06,2,3,2,1,1,
2026-04-05,周日,午餐,12:00-12:30,晴,0,0,0,0,0,201,32,75,44,29,21,2.18,2,3,2,1,1,
2026-04-05,周日,午餐,12:30-13:00,晴,0,0,0,0,0,131,21,52,27,19,12,1.96,2,3,2,1,1,
2026-04-05,周日,晚餐,17:00-17:30,晴,0,0,0,0,0,149,28,46,37,17,21,2.25,2,3,2,1,2,
2026-04-05,周日,晚餐,17:30-18:00,晴,0,0,0,0,0,230,39,68,52,28,43,1.54,2,3,2,1,2,
2026-04-05,周日,晚餐,18:00-18:30,晴,0,0,0,0,0,190,36,54,46,22,32,1.45,2,3,2,1,2,
2026-04-05,周日,晚餐,18:30-19:00,晴,0,0,0,0,0,143,26,40,36,18,23,1.26,2,3,2,1,2,
2026-04-06,周一,早餐,06:30-07:00,晴,1,0,0,0,0,87,33,13,3,10,28,1.43,2,1,0,1,2,
2026-04-06,周一,早餐,07:00-07:30,晴,1,0,0,0,0,120,47,17,3,15,38,1.6,2,1,0,1,2,
2026-04-06,周一,早餐,07:30-08:00,晴,1,0,0,0,0,141,53,21,4,16,47,1.85,2,1,0,1,2,
2026-04-06,周一,早餐,08:00-08:30,晴,1,0,0,0,0,81,30,13,2,10,26,2.3,2,1,0,1,2,
2026-04-06,周一,午餐,11:00-11:30,晴,1,0,0,0,0,164,28,66,38,23,9,2.66,2,3,2,1,1,
2026-04-06,周一,午餐,11:30-12:00,晴,1,0,0,0,0,280,47,103,58,40,32,2.68,2,3,2,1,1,
2026-04-06,周一,午餐,12:00-12:30,晴,1,0,0,0,0,263,43,97,61,38,24,3.02,2,3,2,1,1,
2026-04-06,周一,午餐,12:30-13:00,晴,1,0,0,0,0,168,27,65,36,24,16,2.6,2,3,2,1,1,
2026-04-06,周一,晚餐,17:00-17:30,晴,1,0,0,0,0,165,30,50,39,20,26,1.51,2,3,2,1,2,
2026-04-06,周一,晚餐,17:30-18:00,晴,1,0,0,0,0,223,42,64,52,26,39,1.34,2,3,2,1,2,
2026-04-06,周一,晚餐,18:00-18:30,晴,1,0,0,0,0,199,35,60,47,24,33,1.82,2,3,2,1,2,
2026-04-06,周一,晚餐,18:30-19:00,晴,1,0,0,0,0,146,27,41,37,17,24,2.2,2,3,2,1,2,
2026-04-07,周二,早餐,06:30-07:00,阴,1,0,0,0,1,69,27,11,2,8,21,1.23,2,1,0,1,2,临时停课半天
2026-04-07,周二,早餐,07:00-07:30,阴,1,0,0,0,1,101,39,15,3,12,32,2.3,2,1,0,1,2,临时停课半天
2026-04-07,周二,早餐,07:30-08:00,阴,1,0,0,0,1,114,42,17,3,13,39,1.23,2,1,0,1,2,临时停课半天
2026-04-07,周二,早餐,08:00-08:30,阴,1,0,0,0,1,62,24,9,2,8,19,1.8,2,1,0,1,2,临时停课半天
2026-04-07,周二,午餐,11:00-11:30,阴,1,0,0,0,1,89,15,35,19,13,7,2.43,2,2,1,1,1,临时停课半天
2026-04-07,周二,午餐,11:30-12:00,阴,1,0,0,0,1,232,38,88,50,31,25,2.78,2,2,1,1,1,临时停课半天
2026-04-07,周二,午餐,12:00-12:30,阴,1,0,0,0,1,209,31,77,47,28,26,2.35,2,2,1,1,1,临时停课半天
2026-04-07,周二,午餐,12:30-13:00,阴,1,0,0,0,1,152,25,58,35,20,14,2.59,2,2,1,1,1,临时停课半天
2026-04-07,周二,晚餐,17:00-17:30,阴,1,0,0,0,1,153,29,44,39,19,22,2.08,2,3,2,1,2,临时停课半天
2026-04-07,周二,晚餐,17:30-18:00,阴,1,0,0,0,1,207,36,57,52,25,37,1.75,2,3,2,1,2,临时停课半天
2026-04-07,周二,晚餐,18:00-18:30,阴,1,0,0,0,1,214,38,59,52,24,41,1.53,2,3,2,1,2,临时停课半天
2026-04-07,周二,晚餐,18:30-19:00,阴,1,0,0,0,1,155,29,44,35,19,28,1.79,2,3,2,1,2,临时停课半天
2026-04-08,周三,早餐,06:30-07:00,晴,1,0,0,0,0,84,32,12,3,10,27,2.14,2,1,0,1,2,
2026-04-08,周三,早餐,07:00-07:30,晴,1,0,0,0,0,125,48,19,4,16,38,1.38,2,1,0,1,2,
2026-04-08,周三,早餐,07:30-08:00,晴,1,0,0,0,0,136,51,21,4,16,44,1.74,2,1,0,1,2,
2026-04-08,周三,早餐,08:00-08:30,晴,1,0,0,0,0,81,30,12,2,10,27,1.88,2,1,0,1,2,
2026-04-08,周三,午餐,11:00-11:30,晴,1,0,0,0,0,168,27,62,35,24,20,2.31,2,3,2,1,1,
2026-04-08,周三,午餐,11:30-12:00,晴,1,0,0,0,0,270,43,105,57,36,29,2.25,2,3,2,1,1,
2026-04-08,周三,午餐,12:00-12:30,晴,1,0,0,0,0,277,44,105,59,41,28,2.58,2,3,2,1,1,
2026-04-08,周三,午餐,12:30-13:00,晴,1,0,0,0,0,169,29,63,36,23,18,2.58,2,3,2,1,1,
2026-04-08,周三,晚餐,17:00-17:30,晴,1,0,0,0,0,182,33,50,43,21,35,1.18,2,3,2,1,2,
2026-04-08,周三,晚餐,17:30-18:00,晴,1,0,0,0,0,247,45,74,57,30,41,1.11,2,3,2,1,2,
2026-04-08,周三,晚餐,18:00-18:30,晴,1,0,0,0,0,218,41,61,53,25,38,1.52,2,3,2,1,2,
2026-04-08,周三,晚餐,18:30-19:00,晴,1,0,0,0,0,152,27,45,36,17,27,2.28,2,3,2,1,2,
2026-04-09,周四,早餐,06:30-07:00,多云,1,0,0,0,0,78,30,12,2,9,25,1.22,2,1,0,1,2,
2026-04-09,周四,早餐,07:00-07:30,多云,1,0,0,0,0,124,48,18,4,15,39,1.93,2,1,0,1,2,
2026-04-09,周四,早餐,07:30-08:00,多云,1,0,0,0,0,119,43,19,3,14,40,,2,1,0,1,2,
2026-04-09,周四,早餐,08:00-08:30,多云,1,0,0,0,0,73,27,12,2,8,24,2.17,2,1,0,1,2,
2026-04-09,周四,午餐,11:00-11:30,多云,1,0,0,0,0,146,23,54,31,20,18,2.73,2,3,2,1,1,
2026-04-09,周四,午餐,11:30-12:00,多云,1,0,0,0,0,271,44,107,58,40,22,2.95,2,3,2,1,1,
2026-04-09,周四,午餐,12:00-12:30,多云,1,0,0,0,0,240,41,94,50,34,21,3.05,2,3,2,1,1,
2026-04-09,周四,午餐,12:30-13:00,多云,1,0,0,0,0,181,29,69,42,25,16,2.69,2,3,2,1,1,
2026-04-09,周四,晚餐,17:00-17:30,多云,1,0,0,0,0,161,30,45,37,20,29,1.55,2,3,2,1,2,
2026-04-09,周四,晚餐,17:30-18:00,多云,1,0,0,0,0,220,42,60,53,26,39,1.26,2,3,2,1,2,
2026-04-09,周四,晚餐,18:00-18:30,多云,1,0,0,0,0,196,36,55,49,23,33,2.11,2,3,2,1,2,
2026-04-09,周四,晚餐,18:30-19:00,多云,1,0,0,0,0,142,24,44,35,16,23,2.1,2,3,2,1,2,
2026-04-10,周五,早餐,06:30-07:00,晴,1,0,1,0,1,83,31,12,2,10,28,1.38,2,1,0,1,2,大型校园活动日
2026-04-10,周五,早餐,07:00-07:30,晴,1,0,1,0,1,121,45,18,4,15,39,2.14,2,1,0,1,2,大型校园活动日
2026-04-10,周五,早餐,07:30-08:00,晴,1,0,1,0,1,119,45,18,3,15,38,1.68,2,1,0,1,2,大型校园活动日
2026-04-10,周五,早餐,08:00-08:30,晴,1,0,1,0,1,69,27,11,2,9,20,1.17,2,1,0,1,2,大型校园活动日
2026-04-10,周五,午餐,11:00-11:30,晴,1,0,1,0,1,147,24,56,34,20,13,3.03,2,3,2,1,1,大型校园活动日
2026-04-10,周五,午餐,11:30-12:00,晴,1,0,1,0,1,277,47,101,60,37,32,3.01,2,3,2,1,1,大型校园活动日
2026-04-10,周五,午餐,12:00-12:30,晴,1,0,1,0,1,248,41,96,57,33,21,2.54,2,3,2,1,1,大型校园活动日
2026-04-10,周五,午餐,12:30-13:00,晴,1,0,1,0,1,176,27,65,39,25,20,2.34,2,3,2,1,1,大型校园活动日
2026-04-10,周五,晚餐,17:00-17:30,晴,1,0,1,0,1,184,30,54,47,17,36,1.52,2,3,2,1,2,大型校园活动日
2026-04-10,周五,晚餐,17:30-18:00,晴,1,0,1,0,1,240,36,69,60,21,54,1.18,2,3,2,1,2,大型校园活动日
2026-04-10,周五,晚餐,18:00-18:30,晴,1,0,1,0,1,230,36,67,53,21,53,2.2,2,3,2,1,2,大型校园活动日
2026-04-10,周五,晚餐,18:30-19:00,晴,1,0,1,0,1,161,26,49,41,15,30,2.02,2,3,2,1,2,大型校园活动日
2026-04-11,周六,早餐,06:30-07:00,多云,0,0,0,0,0,57,22,7,2,7,19,2.01,2,0,0,1,1,
2026-04-11,周六,早餐,07:00-07:30,多云,0,0,0,0,0,84,34,10,3,10,27,1.45,2,0,0,1,1,
2026-04-11,周六,早餐,07:30-08:00,多云,0,0,0,0,0,95,37,11,3,11,33,2.04,2,0,0,1,1,
2026-04-11,周六,早餐,08:00-08:30,多云,0,0,0,0,0,47,17,6,1,6,17,1.81,2,0,0,1,1,
2026-04-11,周六,午餐,11:00-11:30,多云,0,0,0,0,0,119,19,48,25,16,11,2.95,2,3,2,1,1,
2026-04-11,周六,午餐,11:30-12:00,多云,0,0,0,0,0,206,34,78,44,29,21,3.09,2,3,2,1,1,
2026-04-11,周六,午餐,12:00-12:30,多云,0,0,0,0,0,177,27,65,37,25,23,1.97,2,3,2,1,1,
2026-04-11,周六,午餐,12:30-13:00,多云,0,0,0,0,0,127,20,49,27,17,14,2.58,2,3,2,1,1,
2026-04-11,周六,晚餐,17:00-17:30,多云,0,0,0,0,0,157,27,48,37,18,27,1.16,2,3,2,1,2,
2026-04-11,周六,晚餐,17:30-18:00,多云,0,0,0,0,0,193,36,59,44,22,32,1.79,2,3,2,1,2,
2026-04-11,周六,晚餐,18:00-18:30,多云,0,0,0,0,0,183,33,53,43,23,31,1.15,2,3,2,1,2,
2026-04-11,周六,晚餐,18:30-19:00,多云,0,0,0,0,0,137,25,40,34,16,22,1.1,2,3,2,1,2,
2026-04-12,周日,早餐,06:30-07:00,晴,0,0,0,0,0,56,20,6,2,7,21,1.38,2,0,0,1,1,
2026-04-12,周日,早餐,07:00-07:30,晴,0,0,0,0,0,95,38,11,3,12,31,1.49,2,0,0,1,1,
2026-04-12,周日,早餐,07:30-08:00,晴,0,0,0,0,0,94,36,11,3,11,33,2.14,2,0,0,1,1,
2026-04-12,周日,早餐,08:00-08:30,晴,0,0,0,0,0,54,20,7,2,7,18,1.85,2,0,0,1,1,
2026-04-12,周日,午餐,11:00-11:30,晴,0,0,0,0,0,113,18,45,25,16,9,2.48,2,3,2,1,1,
2026-04-12,周日,午餐,11:30-12:00,晴,0,0,0,0,0,199,31,76,42,28,22,2.68,2,3,2,1,1,
2026-04-12,周日,午餐,12:00-12:30,晴,0,0,0,0,0,192,29,71,41,27,24,2.45,2,3,2,1,1,
2026-04-12,周日,午餐,12:30-13:00,晴,0,0,0,0,0,123,19,46,27,18,13,2.91,2,3,2,1,1,
2026-04-12,周日,晚餐,17:00-17:30,晴,0,0,0,0,0,148,27,40,34,18,29,1.49,2,3,2,1,2,
2026-04-12,周日,晚餐,17:30-18:00,晴,0,0,0,0,0,210,37,59,50,27,37,1.65,2,3,2,1,2,
2026-04-12,周日,晚餐,18:00-18:30,晴,0,0,0,0,0,189,35,58,44,21,31,1.5,2,3,2,1,2,
2026-04-12,周日,晚餐,18:30-19:00,晴,0,0,0,0,0,136,23,40,34,16,23,1.24,2,3,2,1,2,
2026-04-13,周一,早餐,06:30-07:00,晴,1,0,0,0,0,83,32,13,3,10,25,2.2,2,1,0,1,2,
2026-04-13,周一,早餐,07:00-07:30,晴,1,0,0,0,0,129,46,20,4,15,44,2.23,2,1,0,1,2,
2026-04-13,周一,早餐,07:30-08:00,晴,1,0,0,0,0,131,48,21,4,16,42,1.7,2,1,0,1,2,
2026-04-13,周一,早餐,08:00-08:30,晴,1,0,0,0,0,80,29,11,2,10,28,1.84,2,1,0,1,2,
2026-04-13,周一,午餐,11:00-11:30,晴,1,0,0,0,0,153,25,61,32,22,13,2.47,2,3,2,1,1,
2026-04-13,周一,午餐,11:30-12:00,晴,1,0,0,0,0,271,41,102,59,38,31,2.91,2,3,2,1,1,
2026-04-13,周一,午餐,12:00-12:30,晴,1,0,0,0,0,269,45,103,63,37,21,2.84,2,3,2,1,1,
2026-04-13,周一,午餐,12:30-13:00,晴,1,0,0,0,0,180,28,65,39,24,24,1.91,2,3,2,1,1,
2026-04-13,周一,晚餐,17:00-17:30,晴,1,0,0,0,0,166,31,51,39,19,26,1.34,2,3,2,1,2,
2026-04-13,周一,晚餐,17:30-18:00,晴,1,0,0,0,0,216,40,59,53,26,38,2.01,2,3,2,1,2,
2026-04-13,周一,晚餐,18:00-18:30,晴,1,0,0,0,0,225,42,64,52,28,39,1.9,2,3,2,1,2,
2026-04-13,周一,晚餐,18:30-19:00,晴,1,0,0,0,0,154,28,44,37,19,26,1.97,2,3,2,1,2,
2026-04-14,周二,早餐,06:30-07:00,晴,1,0,0,0,1,81,30,12,2,9,28,1.16,2,1,0,1,2,考试周结束
2026-04-14,周二,早餐,07:00-07:30,晴,1,0,0,0,1,130,50,19,4,16,41,1.38,2,1,0,1,2,考试周结束
2026-04-14,周二,早餐,07:30-08:00,晴,1,0,0,0,1,125,50,18,4,15,38,1.17,2,1,0,1,2,考试周结束
2026-04-14,周二,早餐,08:00-08:30,晴,1,0,0,0,1,70,28,11,2,9,20,1.53,2,1,0,1,2,考试周结束
2026-04-14,周二,午餐,11:00-11:30,晴,1,0,0,0,1,159,26,61,34,23,15,2.86,2,3,2,1,1,考试周结束
2026-04-14,周二,午餐,11:30-12:00,晴,1,0,0,0,1,278,44,108,64,41,21,1.94,2,3,2,1,1,考试周结束
2026-04-14,周二,午餐,12:00-12:30,晴,1,0,0,0,1,263,43,97,58,38,27,2.81,2,3,2,1,1,考试周结束
2026-04-14,周二,午餐,12:30-13:00,晴,1,0,0,0,1,165,26,63,35,23,18,2.25,2,3,2,1,1,考试周结束
2026-04-14,周二,晚餐,17:00-17:30,晴,1,0,0,0,1,161,28,49,41,18,25,2.04,2,3,2,1,2,考试周结束
2026-04-14,周二,晚餐,17:30-18:00,晴,1,0,0,0,1,234,42,66,54,28,44,1.62,2,3,2,1,2,考试周结束
2026-04-14,周二,晚餐,18:00-18:30,晴,1,0,0,0,1,218,39,64,50,25,40,1.92,2,3,2,1,2,考试周结束
2026-04-14,周二,晚餐,18:30-19:00,晴,1,0,0,0,1,145,25,43,36,18,23,1.69,2,3,2,1,2,考试周结束
2026-04-15,周三,早餐,06:30-07:00,多云,1,0,0,0,0,90,35,14,3,11,27,1.85,2,1,0,1,2,
2026-04-15,周三,早餐,07:00-07:30,多云,1,0,0,0,0,125,47,20,4,15,39,1.88,2,1,0,1,2,
2026-04-15,周三,早餐,07:30-08:00,多云,1,0,0,0,0,131,49,19,4,16,43,1.86,2,1,0,1,2,
2026-04-15,周三,早餐,08:00-08:30,多云,1,0,0,0,0,81,32,12,3,9,25,2.13,2,1,0,1,2,
2026-04-15,周三,午餐,11:00-11:30,多云,1,0,0,0,0,176,30,65,38,24,19,2.09,2,3,2,1,1,
2026-04-15,周三,午餐,11:30-12:00,多云,1,0,0,0,0,290,47,112,67,43,21,3.08,2,3,2,1,1,
2026-04-15,周三,午餐,12:00-12:30,多云,1,0,0,0,0,278,43,102,63,41,29,2.3,2,3,2,1,1,
2026-04-15,周三,午餐,12:30-13:00,多云,1,0,0,0,0,177,28,71,40,26,12,2.86,2,3,2,1,1,
2026-04-15,周三,晚餐,17:00-17:30,多云,1,0,0,0,0,166,29,51,40,19,27,1.64,2,3,2,1,2,
2026-04-15,周三,晚餐,17:30-18:00,多云,1,0,0,0,0,222,39,63,52,26,42,1.56,2,3,2,1,2,
2026-04-15,周三,晚餐,18:00-18:30,多云,1,0,0,0,0,213,38,64,49,26,36,2.1,2,3,2,1,2,
2026-04-15,周三,晚餐,18:30-19:00,多云,1,0,0,0,0,160,29,46,39,19,27,1.19,2,3,2,1,2,
2026-04-16,周四,早餐,06:30-07:00,晴,1,0,0,0,0,84,33,13,2,10,26,1.71,2,1,0,1,2,
2026-04-16,周四,早餐,07:00-07:30,晴,1,0,0,0,0,128,48,20,4,16,40,1.23,2,1,0,1,2,
2026-04-16,周四,早餐,07:30-08:00,晴,1,0,0,0,0,121,44,19,4,15,39,1.75,2,1,0,1,2,
2026-04-16,周四,早餐,08:00-08:30,晴,1,0,0,0,0,74,28,12,2,9,23,1.51,2,1,0,1,2,
2026-04-16,周四,午餐,11:00-11:30,晴,1,0,0,0,0,163,27,63,38,24,11,3.06,2,3,2,1,1,
2026-04-16,周四,午餐,11:30-12:00,晴,1,0,0,0,0,266,42,104,55,36,29,2.53,2,3,2,1,1,
2026-04-16,周四,午餐,12:00-12:30,晴,1,0,0,0,0,266,44,103,61,37,21,2.29,2,3,2,1,1,
2026-04-16,周四,午餐,12:30-13:00,晴,1,0,0,0,0,181,28,68,40,26,19,3.03,2,3,2,1,1,
2026-04-16,周四,晚餐,17:00-17:30,晴,1,0,0,0,0,161,30,45,37,19,30,1.95,2,3,2,1,2,
2026-04-16,周四,晚餐,17:30-18:00,晴,1,0,0,0,0,224,42,61,52,28,41,1.5,2,3,2,1,2,
2026-04-16,周四,晚餐,18:00-18:30,晴,1,0,0,0,0,220,39,67,52,26,36,1.94,2,3,2,1,2,
2026-04-16,周四,晚餐,18:30-19:00,晴,1,0,0,0,0,138,25,41,34,16,22,1.37,2,3,2,1,2,
2026-04-17,周五,早餐,06:30-07:00,阴,1,0,0,0,0,72,28,11,2,8,23,1.39,2,1,0,1,2,
2026-04-17,周五,早餐,07:00-07:30,阴,1,0,0,0,0,114,43,18,3,13,37,1.64,2,1,0,1,2,
2026-04-17,周五,早餐,07:30-08:00,阴,1,0,0,0,0,118,45,18,4,14,37,1.27,2,1,0,1,2,
2026-04-17,周五,早餐,08:00-08:30,阴,1,0,0,0,0,70,27,11,2,8,22,1.44,2,1,0,1,2,
2026-04-17,周五,午餐,11:00-11:30,阴,1,0,0,0,0,153,23,55,34,21,20,2.34,2,3,2,1,1,
2026-04-17,周五,午餐,11:30-12:00,阴,1,0,0,0,0,285,47,102,60,40,36,2.54,2,3,2,1,1,
2026-04-17,周五,午餐,12:00-12:30,阴,1,0,0,0,0,239,40,88,50,33,28,2.51,2,3,2,1,1,
2026-04-17,周五,午餐,12:30-13:00,阴,1,0,0,0,0,166,25,67,35,23,16,2.14,2,3,2,1,1,
2026-04-17,周五,晚餐,17:00-17:30,阴,1,0,0,0,0,164,29,46,39,20,30,2.13,2,3,2,1,2,
2026-04-17,周五,晚餐,17:30-18:00,阴,1,0,0,0,0,201,37,59,48,25,32,1.56,2,3,2,1,2,
2026-04-17,周五,晚餐,18:00-18:30,阴,1,0,0,0,0,195,36,55,46,22,36,1.29,2,3,2,1,2,
2026-04-17,周五,晚餐,18:30-19:00,阴,1,0,0,0,0,139,26,39,33,16,25,1.46,2,3,2,1,2,
2026-04-18,周六,早餐,06:30-07:00,晴,0,0,0,0,0,58,21,7,2,7,21,1.27,2,0,0,1,1,
2026-04-18,周六,早餐,07:00-07:30,晴,0,0,0,0,0,83,32,11,2,10,28,1.27,2,0,0,1,1,
2026-04-18,周六,早餐,07:30-08:00,晴,0,0,0,0,0,87,35,10,3,10,29,1.55,2,0,0,1,1,
2026-04-18,周六,早餐,08:00-08:30,晴,0,0,0,0,0,52,19,6,2,6,19,1.67,2,0,0,1,1,
2026-04-18,周六,午餐,11:00-11:30,晴,0,0,0,0,0,113,17,41,24,15,16,1.99,2,3,2,1,1,
2026-04-18,周六,午餐,11:30-12:00,晴,0,0,0,0,0,209,34,77,47,29,22,2.95,2,3,2,1,1,
